2025-05-20 12:22:48Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:05:36Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:05:37Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:05:46Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:05:47Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:05:53Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:05:56Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:05:56Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:06:05Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:06:06Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:06:07Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:06:08Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:06:16Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:06:25Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:06:27Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:07:36Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:07:36Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:07:37Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:07:50Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:07:55Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:08:19Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:15:07Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:15:07Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:15:12Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:15:38Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:15:44Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:15:46Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:15:53Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:15:55Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:15:56Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:15:57Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:16:06Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:16:24Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:16:43Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:17:11Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:18:56Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:18:56Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:18:58Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:19:01Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:19:13Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:19:15Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:19:18Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:19:18Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:19:23Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:19:27Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:19:36Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:19:39Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:19:40Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:19:54Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:20:01Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:20:04Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:20:08Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:20:11Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:20:12Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:20:15Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:20:19Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 12:20:21Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 15:10:32Z | yesina | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 15:10:35Z | yesina | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 15:10:36Z | yesina | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 15:10:37Z | yesina | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 15:10:38Z | yesina | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 15:10:38Z | yesina | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 15:10:39Z | yesina | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 15:10:40Z | yesina | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 15:10:41Z | yesina | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 15:10:45Z | yesina | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 15:10:46Z | yesina | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 15:10:47Z | yesina | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 18:38:12Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 18:38:19Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 18:38:28Z | admin | Create | rol | ID: 3 | Se creó una entidad de tipo rol
2025-05-28 17:33:19Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-28 17:33:22Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-28 17:33:23Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-28 17:33:24Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-28 17:33:26Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-28 17:33:34Z | admin | Create | Form | ID: 10 | Se creó una entidad de tipo Form
2025-05-28 17:33:41Z | admin | Update | Form | ID: 10 | Entidad actualizada
2025-05-28 17:33:41Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-28 17:33:44Z | admin | Logical Delete | Form | ID: 10 | Sin detalles
2025-05-28 17:33:44Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-28 17:33:47Z | admin | Recover | Form | ID: 10 | Sin detalles
2025-05-28 17:33:47Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-28 17:33:49Z | admin | Delete | Form | ID: 10 | Sin detalles
2025-05-28 18:06:41Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-03 00:47:04Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-03 00:47:07Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-06-03 00:47:08Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-06-03 00:47:09Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-06-03 00:47:11Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-06-03 00:47:13Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-06-03 00:47:14Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-06-03 00:47:17Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-03 00:47:36Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-06-03 00:47:37Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-06-03 00:47:39Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-06-03 00:47:41Z | usuario | GetAll | Person | ID: 0 | Sin detalles
2025-06-03 00:47:46Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-06-10 21:48:59Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-10 21:54:25Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 22:02:45Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-10 22:03:30Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-10 22:03:38Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-10 22:04:23Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-06-10 22:04:56Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-10 22:04:57Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-06-10 22:04:59Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-10 22:05:01Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-06-10 22:05:07Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-06-10 22:06:26Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-06-10 22:06:27Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-06-10 22:06:30Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-06-10 22:06:39Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-06-10 22:06:43Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-06-10 22:06:45Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-06-10 22:31:48Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-06-10 23:13:09Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:14:46Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:19:40Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:22:04Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:22:20Z | admin | GetAll | Doctor | ID: 0 | Sin detalles
2025-06-10 23:22:20Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:24:03Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:24:12Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:24:12Z | admin | GetAll | Doctor | ID: 0 | Sin detalles
2025-06-10 23:25:32Z | admin | GetAll | Doctor | ID: 0 | Sin detalles
2025-06-10 23:25:33Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:26:42Z | admin | GetAll | Doctor | ID: 0 | Sin detalles
2025-06-10 23:28:46Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-10 23:28:47Z | admin | GetAll | Doctor | ID: 0 | Sin detalles
2025-06-10 23:29:50Z | admin | GetAll | Doctor | ID: 0 | Sin detalles
2025-06-12 18:11:40Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-06-12 18:11:55Z | admin | GetAll | Doctor | ID: 0 | Sin detalles
2025-06-12 18:13:14Z | admin | GetAll | Paciente | ID: 0 | Sin detalles
2025-07-25 20:41:34Z | SYSTEM | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 20:41:53Z | SYSTEM | Create | Pizza | ID: 0 | Se creó una entidad de tipo Pizza
2025-07-25 20:42:03Z | SYSTEM | GetById | Pizza | ID: 1 | Sin detalles
2025-07-25 21:12:58Z | SYSTEM | GetAll | Customer | ID: 0 | Sin detalles
2025-07-25 21:53:20Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:53:23Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:53:49Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:53:50Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:54:02Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:54:10Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:54:14Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:54:20Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:54:24Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-07-25 21:56:12Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 21:56:50Z | admin | Create | Pizza | ID: 0 | Se creó una entidad de tipo Pizza
2025-07-25 21:57:20Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 21:58:58Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 21:59:43Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 22:16:41Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 22:17:39Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 22:17:39Z | admin | GetAll | Customer | ID: 0 | Sin detalles
2025-07-25 22:18:57Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 22:18:57Z | admin | GetAll | Customer | ID: 0 | Sin detalles
2025-07-25 22:19:24Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 22:19:24Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 22:19:24Z | admin | GetAll | Customer | ID: 0 | Sin detalles
2025-07-25 22:20:33Z | admin | GetAll | Pizza | ID: 0 | Sin detalles
2025-07-25 22:20:33Z | admin | GetAll | Customer | ID: 0 | Sin detalles
